corrida,qualidade,secao,sequencia,sequenciatotal,acoatual,al_min,c_min,c_max,n_min,s_min,corridasciclo,panela,vidapanela,temperaturaliquidus,temperaturaobjetivada,sugestaomodelolegado,temperaturasaidafp,tempociclo,temperaturamediareal
129372,F4A5E,300,4.0,5.0,V,0.01,0.35,0.37,0.01,0.045,6.0,8.0,52.0,1482.0,1532.0,1643.5472412109375,1648.0,1525.0,1532.0
129371,F4A5E,300,3.0,5.0,V,0.01,0.35,0.37,0.01,0.045,5.0,1.0,39.0,1482.0,1532.0,1642.69189453125,1642.0,1333.0,1537.0
129370,F4A5E,300,4.0,7.0,V,0.01,0.35,0.37,0.01,0.045,5.0,17.0,7.0,1482.0,1532.0,1642.727294921875,1653.0,1295.0,1543.0
129369,F4A5E,300,3.0,7.0,V,0.01,0.35,0.37,0.01,0.045,2.0,16.0,33.0,1482.0,1532.0,1642.0086669921875,1649.0,292.0,1533.0
129368,F4A5E,300,2.0,7.0,V,0.01,0.35,0.37,0.01,0.045,4.0,15.0,44.0,1482.0,1532.0,1643.0006103515625,1646.0,1053.0,1540.0
129367,F4A5E,300,1.0,7.0,V,0.01,0.35,0.37,0.01,0.045,5.0,8.0,51.0,1482.0,1532.0,1663.2210693359375,1659.0,1201.0,1528.0
129366,E198F,300,3.0,3.0,X,0.0,0.07,0.1,0.0,0.27,4.0,1.0,38.0,1509.0,1549.0,1627.2266845703125,1632.0,1012.0,1551.0
129365,E198F,300,2.0,3.0,X,0.0,0.07,0.1,0.0,0.27,4.0,17.0,6.0,1509.0,1549.0,1633.3724365234375,1629.0,1008.0,1558.0
129364,E198F,300,1.0,3.0,X,0.0,0.07,0.1,0.0,0.27,1.0,16.0,32.0,1509.0,1549.0,1656.4981689453125,1652.0,0.0,1540.0
129363,31262,300,5.0,5.0,X,0.01,0.46,0.48,0.01,0.0,3.0,15.0,43.0,1480.0,1525.0,1632.7374267578125,1637.0,750.0,1532.0
129362,31262,300,4.0,5.0,X,0.01,0.46,0.48,0.01,0.0,4.0,8.0,50.0,1480.0,1525.0,1631.0946044921875,1630.0,891.0,1522.0
129361,31262,300,3.0,5.0,X,0.01,0.46,0.48,0.01,0.0,3.0,1.0,37.0,1480.0,1525.0,1632.3731689453125,1638.0,703.0,1524.0
129360,31262,300,2.0,5.0,X,0.01,0.46,0.48,0.01,0.0,3.0,17.0,5.0,1480.0,1525.0,1628.17041015625,1634.0,701.0,1527.0
129359,31262,300,1.0,5.0,X,0.01,0.46,0.48,0.01,0.0,2.0,15.0,42.0,1480.0,1525.0,1661.028564453125,1665.0,473.0,1520.0
129358,A282D,300,4.0,4.0,X,0.02,0.45,0.47,0.007,0.02,3.0,8.0,49.0,1483.0,1528.0,1638.8636474609375,1646.0,599.0,1533.0
129357,2E33F,300,3.0,4.0,X,0.008,0.46,0.49,0.0,0.0,2.0,1.0,36.0,1483.0,1528.0,1648.0377197265625,1654.0,356.0,1524.0
129356,2E33F,300,2.0,4.0,X,0.008,0.46,0.49,0.0,0.0,2.0,17.0,4.0,1483.0,1528.0,1644.85888671875,1651.0,358.0,1528.0
129355,2E33F,300,1.0,4.0,X,0.008,0.46,0.49,0.0,0.0,2.0,8.0,48.0,1483.0,1528.0,1660.6824951171875,1654.0,373.0,1526.0
129354,2E33F,300,4.0,8.0,X,0.008,0.46,0.49,0.0,0.0,1.0,15.0,41.0,1483.0,1528.0,1659.04150390625,1672.0,0.0,1548.0
129353,2E33F,300,3.0,8.0,X,0.008,0.46,0.49,0.0,0.0,1.0,1.0,35.0,1483.0,1528.0,1656.54541015625,1665.0,0.0,1544.0
129352,2E33F,300,2.0,8.0,X,0.008,0.46,0.49,0.0,0.0,1.0,17.0,3.0,1483.0,1528.0,1662.0042724609375,1683.0,0.0,1541.0
129351,2E33F,300,1.0,8.0,X,0.008,0.46,0.49,0.0,0.0,1.0,8.0,47.0,1483.0,1528.0,1678.2655029296875,1678.0,0.0,1533.0
129350,2E33F,300,3.0,3.0,X,0.008,0.46,0.49,0.0,0.0,17.0,16.0,31.0,1483.0,1528.0,1638.759765625,1653.0,4783.0,1543.0
129349,2E33F,300,2.0,3.0,X,0.008,0.46,0.49,0.0,0.0,16.0,1.0,34.0,1483.0,1528.0,1646.1881103515625,1650.0,4573.0,1539.0
129348,2E33F,300,1.0,3.0,X,0.008,0.46,0.49,0.0,0.0,2.0,15.0,40.0,1483.0,1528.0,1659.460693359375,1663.0,303.0,1531.0
129347,27480,300,6.0,6.0,X,0.02,0.21,0.23,0.009,0.02,2.0,17.0,2.0,1506.0,1551.0,1684.5545654296875,1686.0,292.0,1554.0
129346,27480,300,5.0,6.0,X,0.02,0.21,0.23,0.009,0.02,16.0,16.0,30.0,1506.0,1551.0,1671.018310546875,1680.0,4541.0,1554.0
129345,27480,300,4.0,6.0,X,0.02,0.21,0.23,0.009,0.02,16.0,8.0,46.0,1506.0,1551.0,1672.6529541015625,1680.0,4545.0,1563.0
129344,248B5,300,3.0,6.0,X,0.02,0.21,0.23,0.009,0.02,15.0,1.0,33.0,1506.0,1551.0,1672.1226806640625,1679.0,4282.0,1545.0
129343,248B5,300,2.0,6.0,X,0.02,0.21,0.23,0.009,0.02,1.0,15.0,39.0,1506.0,1551.0,1678.5546875,1688.0,0.0,1551.0
129342,248B5,300,1.0,6.0,X,0.02,0.21,0.23,0.009,0.02,1.0,17.0,1.0,1506.0,1551.0,1720.706298828125,1716.0,0.0,1554.0
129341,7FEAB,300,3.0,3.0,X,0.02,0.19,0.21,0.009,0.02,15.0,16.0,29.0,1506.0,1546.0,1671.968994140625,1689.0,4236.0,1547.0
129340,7FEAB,300,2.0,3.0,X,0.02,0.19,0.21,0.009,0.02,15.0,8.0,45.0,1506.0,1546.0,1664.57470703125,1674.0,4245.0,1550.0
129339,7FEAB,300,1.0,3.0,X,0.02,0.19,0.21,0.009,0.02,14.0,1.0,32.0,1506.0,1546.0,1689.92138671875,1707.0,3989.0,1561.0
129338,E1B6A,300,7.0,7.0,X,0.02,0.18,0.2,0.0,0.015,14.0,8.0,44.0,1501.0,1546.0,1652.5462646484375,1664.0,3974.0,1556.0
129337,E1B6A,300,6.0,7.0,X,0.02,0.18,0.2,0.0,0.015,14.0,16.0,28.0,1501.0,1546.0,1652.0740966796875,1647.0,3849.0,1542.0
129336,E1B6A,300,5.0,7.0,X,0.02,0.18,0.2,0.0,0.015,13.0,15.0,38.0,1501.0,1546.0,1650.018310546875,1654.0,3783.0,1551.0
129335,E1B6A,300,4.0,7.0,X,0.02,0.18,0.2,0.0,0.015,13.0,1.0,31.0,1501.0,1546.0,1653.450927734375,1656.0,3598.0,1554.0
129334,E1B6A,300,3.0,7.0,X,0.02,0.18,0.2,0.0,0.015,13.0,8.0,43.0,1501.0,1546.0,1657.0469970703125,1646.0,3752.0,1556.0
129333,E1B6A,300,2.0,7.0,X,0.02,0.18,0.2,0.0,0.015,13.0,16.0,27.0,1501.0,1546.0,1652.53857421875,1659.0,3616.0,1562.0
129332,E1B6A,300,1.0,7.0,X,0.02,0.18,0.2,0.0,0.015,12.0,15.0,37.0,1501.0,1546.0,1688.8878173828125,1688.0,3557.0,1545.0
129331,77C04,300,3.0,3.0,X,0.02,0.17,0.22,0.01,0.01,12.0,1.0,30.0,1502.0,1547.0,1676.667724609375,1678.0,3365.0,1557.0
129330,77C04,300,2.0,3.0,X,0.02,0.17,0.22,0.01,0.01,12.0,8.0,42.0,1502.0,1547.0,1673.6729736328125,1677.0,3512.0,1551.0
129329,E1B6A,300,1.0,7.0,X,0.02,0.18,0.2,0.0,0.015,12.0,16.0,26.0,1501.0,1546.0,1679.963134765625,1696.0,3366.0,1543.0
129328,A63F7,300,3.0,3.0,V,0.01,0.41,0.43,0.014,0.02,11.0,15.0,36.0,1475.0,1525.0,1638.6689453125,1651.0,3273.0,1532.0
129327,A63F7,300,2.0,3.0,V,0.01,0.41,0.43,0.014,0.02,11.0,1.0,29.0,1475.0,1525.0,1634.5067138671875,1633.0,3072.0,1529.0
129326,E1B6A,300,2.0,8.0,X,0.02,0.18,0.2,0.0,0.015,11.0,8.0,41.0,1501.0,1546.0,1654.859375,1657.0,3193.0,1534.0
129325,6D507,300,1.0,8.0,X,0.02,0.27,0.29,0.009,0.02,11.0,16.0,25.0,1500.0,1540.0,1675.775390625,1669.0,3081.0,1535.0
129324,9A58C,300,4.0,4.0,X,0.0,0.37,0.45,0.008,0.08,11.0,6.0,58.0,1480.0,1525.0,1629.7684326171875,1640.0,3126.0,1531.0
129323,9A58C,300,3.0,4.0,X,0.0,0.37,0.45,0.008,0.08,10.0,15.0,35.0,1480.0,1525.0,1623.718017578125,1622.0,2952.0,1533.0
129322,9A58C,300,2.0,4.0,X,0.0,0.37,0.45,0.008,0.08,10.0,1.0,28.0,1480.0,1525.0,1622.149658203125,1623.0,2757.0,1526.0
129321,9A58C,300,1.0,4.0,X,0.0,0.37,0.45,0.008,0.08,10.0,8.0,40.0,1480.0,1525.0,1641.730712890625,1648.0,2912.0,1529.0
129320,9A58C,300,5.0,5.0,X,0.0,0.37,0.45,0.008,0.08,10.0,16.0,24.0,1480.0,1525.0,1623.9539794921875,1642.0,2793.0,1528.0
129319,9A58C,300,4.0,5.0,X,0.0,0.37,0.45,0.008,0.08,10.0,6.0,57.0,1480.0,1525.0,1624.5863037109375,1628.0,2849.0,1524.0
129318,9A58C,300,3.0,5.0,X,0.0,0.37,0.45,0.008,0.08,9.0,15.0,34.0,1480.0,1525.0,1626.150634765625,1630.0,2663.0,1529.0
129317,9A58C,300,2.0,5.0,X,0.0,0.37,0.45,0.008,0.08,9.0,1.0,27.0,1480.0,1525.0,1626.2789306640625,1628.0,2476.0,1528.0
129316,9A58C,300,1.0,5.0,X,0.0,0.37,0.45,0.008,0.08,9.0,8.0,39.0,1480.0,1525.0,1647.3892822265625,1650.0,2625.0,1535.0
129315,889AE,300,4.0,4.0,B,0.02,0.16,0.18,0.012,0.01,9.0,16.0,23.0,1507.0,1532.0,1636.3328857421875,1637.0,2511.0,1545.0
129314,889AE,300,3.0,4.0,B,0.02,0.16,0.18,0.012,0.01,9.0,6.0,56.0,1507.0,1532.0,1635.806396484375,1637.0,2573.0,1538.0
129313,889AE,300,2.0,4.0,B,0.02,0.16,0.18,0.012,0.01,8.0,15.0,33.0,1507.0,1532.0,1637.255126953125,1647.0,2398.0,1534.0
129312,889AE,300,1.0,4.0,B,0.02,0.16,0.18,0.012,0.01,8.0,1.0,26.0,1507.0,1532.0,1669.5101318359375,1680.0,2211.0,1542.0
129311,E2E8F,300,8.0,8.0,X,0.0,0.85,0.95,0.0,0.0,8.0,8.0,38.0,1465.0,1490.0,1614.2510986328125,1610.0,2363.0,1487.0
129310,E2E8F,300,7.0,8.0,X,0.0,0.85,0.95,0.0,0.0,8.0,8.0,38.0,1465.0,1490.0,1607.0224609375,1610.0,2314.0,1487.0
129309,E2E8F,300,6.0,8.0,X,0.0,0.85,0.95,0.0,0.0,8.0,6.0,55.0,1465.0,1490.0,1604.9837646484375,1611.0,2310.0,1489.0
129308,E2E8F,300,5.0,8.0,X,0.0,0.85,0.95,0.0,0.0,7.0,1.0,25.0,1465.0,1490.0,1604.97119140625,1604.0,1944.0,1484.0
129307,E2E8F,300,4.0,8.0,X,0.0,0.85,0.95,0.0,0.0,7.0,15.0,32.0,1465.0,1490.0,1604.916259765625,1606.0,2017.0,1486.0
129306,E2E8F,300,3.0,8.0,X,0.0,0.85,0.95,0.0,0.0,7.0,16.0,21.0,1465.0,1490.0,1604.9427490234375,1606.0,1897.0,1494.0
129305,E2E8F,300,2.0,8.0,X,0.0,0.85,0.95,0.0,0.0,7.0,8.0,37.0,1465.0,1490.0,1604.8070068359375,1610.0,1964.0,1496.0
129304,A282D,300,6.0,6.0,X,0.02,0.45,0.47,0.007,0.02,7.0,6.0,54.0,1483.0,1528.0,1639.0081787109375,1609.0,1926.0,1484.0
129303,4A0F0,300,5.0,6.0,X,0.0,0.39,0.42,0.0,0.03,6.0,1.0,24.0,1488.0,1528.0,1636.4598388671875,1635.0,1602.0,1533.0
129302,4A0F0,300,4.0,6.0,X,0.0,0.39,0.42,0.0,0.03,6.0,15.0,31.0,1488.0,1528.0,1636.3907470703125,1642.0,1675.0,1535.0
129301,4A0F0,300,3.0,6.0,X,0.0,0.39,0.42,0.0,0.03,6.0,16.0,20.0,1488.0,1528.0,1637.9228515625,1652.0,1561.0,1541.0
129300,4A0F0,300,2.0,6.0,X,0.0,0.39,0.42,0.0,0.03,6.0,8.0,36.0,1488.0,1528.0,1636.86083984375,1646.0,1621.0,1544.0
129299,4A0F0,300,1.0,6.0,X,0.0,0.39,0.42,0.0,0.03,6.0,6.0,53.0,1488.0,1528.0,1640.6558837890625,1650.0,1608.0,1535.0
129298,4A0F0,300,6.0,6.0,X,0.0,0.39,0.42,0.0,0.03,5.0,1.0,23.0,1488.0,1528.0,1641.7841796875,1646.0,1247.0,1533.0
129297,4A0F0,300,5.0,6.0,X,0.0,0.39,0.42,0.0,0.03,5.0,15.0,30.0,1488.0,1528.0,1641.60693359375,1642.0,1308.0,1530.0
129296,4A0F0,300,4.0,6.0,X,0.0,0.39,0.42,0.0,0.03,5.0,16.0,19.0,1488.0,1528.0,1627.0216064453125,1640.0,1200.0,1528.0
129295,4A0F0,300,3.0,6.0,X,0.0,0.39,0.42,0.0,0.03,5.0,8.0,35.0,1488.0,1528.0,1641.6353759765625,1648.0,1252.0,1529.0
129294,4A0F0,300,2.0,6.0,X,0.0,0.39,0.42,0.0,0.03,5.0,6.0,52.0,1488.0,1528.0,1631.494140625,1645.0,1254.0,1526.0
129293,4A0F0,300,1.0,6.0,X,0.0,0.39,0.42,0.0,0.03,4.0,1.0,22.0,1488.0,1528.0,1649.816162109375,1644.0,920.0,1534.0
129292,4B82B,300,5.0,5.0,X,0.02,0.3,0.33,0.006,0.02,4.0,16.0,18.0,1495.0,1540.0,1645.5853271484375,1647.0,899.0,1546.0
129291,4B82B,300,4.0,5.0,X,0.02,0.3,0.33,0.006,0.02,4.0,15.0,29.0,1495.0,1540.0,1645.06787109375,1646.0,900.0,1541.0
129290,4B82B,300,3.0,5.0,X,0.02,0.3,0.33,0.006,0.02,4.0,8.0,34.0,1495.0,1540.0,1644.180419921875,1641.0,913.0,1542.0
129289,4B82B,300,2.0,5.0,X,0.02,0.3,0.33,0.006,0.02,4.0,6.0,51.0,1495.0,1540.0,1641.5369873046875,1651.0,902.0,1545.0
129288,4B82B,300,1.0,5.0,X,0.02,0.3,0.33,0.006,0.02,3.0,1.0,21.0,1495.0,1540.0,1667.6666259765625,1663.0,582.0,1551.0
129287,33D10,300,7.0,7.0,X,0.015,0.39,0.42,0.0,0.0,3.0,16.0,17.0,1485.0,1530.0,1637.3349609375,1641.0,609.0,1538.0
129286,5692D,300,6.0,7.0,X,0.015,0.39,0.41,0.0,0.01,3.0,15.0,28.0,1486.0,1521.0,1631.631103515625,1632.0,610.0,1529.0
129285,5692D,300,5.0,7.0,X,0.015,0.39,0.41,0.0,0.01,3.0,8.0,33.0,1486.0,1521.0,1626.8636474609375,1628.0,618.0,1528.0
129284,5692D,300,4.0,7.0,X,0.015,0.39,0.41,0.0,0.01,3.0,6.0,50.0,1486.0,1521.0,1627.8099365234375,1637.0,609.0,1535.0
129283,5692D,300,3.0,7.0,X,0.015,0.39,0.41,0.0,0.01,2.0,1.0,20.0,1486.0,1521.0,1629.2005615234375,1642.0,284.0,1529.0
129282,F7AB5,300,2.0,7.0,X,0.015,0.42,0.44,0.0,0.02,2.0,16.0,16.0,1481.0,1526.0,1644.587646484375,1652.0,309.0,1543.0
129281,C33FA,300,1.0,7.0,X,0.015,0.24,0.27,0.008,0.02,2.0,15.0,27.0,1499.0,1539.0,1675.6181640625,1678.0,305.0,1541.0
129280,59A4E,300,7.0,7.0,X,0.01,0.19,0.21,0.01,0.02,2.0,8.0,32.0,1503.0,1543.0,1658.9781494140625,1662.0,317.0,1552.0
129279,248B5,300,6.0,7.0,X,0.02,0.21,0.23,0.009,0.02,2.0,6.0,49.0,1506.0,1551.0,1670.37158203125,1673.0,313.0,1566.0
129278,248B5,300,5.0,7.0,X,0.02,0.21,0.23,0.009,0.02,1.0,1.0,19.0,1506.0,1551.0,1678.7796630859375,1683.0,0.0,1560.0
129277,248B5,300,4.0,7.0,X,0.02,0.21,0.23,0.009,0.02,1.0,16.0,15.0,1506.0,1551.0,1682.342529296875,1683.0,0.0,1565.0
129276,248B5,300,3.0,7.0,X,0.02,0.21,0.23,0.009,0.02,1.0,15.0,26.0,1506.0,1551.0,1677.6593017578125,1686.0,0.0,1554.0
129275,248B5,300,2.0,7.0,X,0.02,0.21,0.23,0.009,0.02,1.0,8.0,31.0,1506.0,1551.0,1678.7796630859375,1686.0,0.0,1570.0
129274,248B5,300,1.0,7.0,X,0.02,0.21,0.23,0.009,0.02,1.0,6.0,48.0,1506.0,1551.0,1699.0330810546875,1713.0,0.0,1564.0
129273,91896,300,4.0,4.0,X,0.023,0.17,0.19,0.009,0.02,7.0,1.0,18.0,1502.0,1542.0,1657.005859375,1659.0,1718.0,1557.0
129272,91896,300,3.0,4.0,X,0.023,0.17,0.19,0.009,0.02,10.0,16.0,14.0,1502.0,1542.0,1656.031982421875,1659.0,2413.0,1554.0
129271,77C04,300,2.0,4.0,X,0.02,0.17,0.22,0.01,0.01,10.0,15.0,25.0,1502.0,1547.0,1671.534423828125,1683.0,2414.0,1552.0
129270,77C04,300,1.0,4.0,X,0.02,0.17,0.22,0.01,0.01,10.0,8.0,30.0,1502.0,1547.0,1688.120361328125,1690.0,2519.0,1549.0
129269,A2DFA,300,5.0,5.0,X,0.005,0.43,0.5,0.0,0.0,10.0,6.0,47.0,1480.0,1525.0,1613.6116943359375,1615.0,2398.0,1529.0
129268,A2DFA,300,4.0,5.0,X,0.005,0.43,0.5,0.0,0.0,6.0,1.0,17.0,1480.0,1525.0,1614.309326171875,1616.0,1428.0,1523.0
129267,A2DFA,300,3.0,5.0,X,0.005,0.43,0.5,0.0,0.0,9.0,16.0,13.0,1480.0,1525.0,1614.327392578125,1615.0,2126.0,1510.0
129266,27A7C,300,2.0,5.0,X,0.02,0.43,0.47,0.0,0.015,9.0,15.0,24.0,1480.0,1515.0,1630.9888916015625,1632.0,2107.0,1528.0
129265,FC47C,300,1.0,5.0,X,0.015,0.45,0.48,0.0,0.01,9.0,8.0,29.0,1480.0,1525.0,1650.6248779296875,1652.0,2211.0,1516.0
129264,E2E8F,300,5.0,5.0,X,0.0,0.85,0.95,0.0,0.0,9.0,6.0,46.0,1465.0,1490.0,1609.3094482421875,1614.0,2084.0,1506.0
129263,E2E8F,300,4.0,5.0,X,0.0,0.85,0.95,0.0,0.0,5.0,1.0,16.0,1465.0,1490.0,1605.8934326171875,1608.0,1125.0,1500.0
129262,E2E8F,300,3.0,5.0,X,0.0,0.85,0.95,0.0,0.0,8.0,16.0,12.0,1465.0,1490.0,1602.899658203125,1608.0,1823.0,1496.0
129261,E2E8F,300,2.0,5.0,X,0.0,0.85,0.95,0.0,0.0,8.0,15.0,23.0,1465.0,1490.0,1605.8934326171875,1607.0,1831.0,1495.0
129260,E2E8F,300,1.0,5.0,X,0.0,0.85,0.95,0.0,0.0,8.0,8.0,28.0,1465.0,1490.0,1618.4351806640625,1605.0,1942.0,1477.0
129259,57414,300,7.0,7.0,X,0.01,0.38,0.43,0.0,0.02,8.0,6.0,45.0,1486.0,1526.0,1638.9822998046875,1647.0,1821.0,1537.0
129258,57414,300,6.0,7.0,X,0.01,0.38,0.43,0.0,0.02,4.0,1.0,15.0,1486.0,1526.0,1636.5458984375,1639.0,864.0,1522.0
129257,57414,300,5.0,7.0,X,0.01,0.38,0.43,0.0,0.02,7.0,16.0,11.0,1486.0,1526.0,1636.2188720703125,1635.0,1561.0,1523.0
129256,57414,300,4.0,7.0,X,0.01,0.38,0.43,0.0,0.02,7.0,15.0,22.0,1486.0,1526.0,1636.757568359375,1655.0,1571.0,1525.0
129255,57414,300,3.0,7.0,X,0.01,0.38,0.43,0.0,0.02,7.0,8.0,27.0,1486.0,1526.0,1635.52978515625,1643.0,1671.0,1530.0
129254,E0B89,300,2.0,7.0,X,0.02,0.22,0.25,0.01,0.015,7.0,6.0,44.0,1501.0,1546.0,1662.1607666015625,1662.0,1545.0,1550.0
129253,E0B89,300,1.0,7.0,X,0.02,0.22,0.25,0.01,0.015,3.0,1.0,14.0,1501.0,1546.0,1683.1285400390625,1688.0,584.0,1545.0
129252,CA2FD,300,6.0,6.0,X,0.02,0.15,0.17,0.009,0.02,6.0,16.0,10.0,1507.0,1552.0,1661.63037109375,1668.0,1276.0,1564.0
129251,CA2FD,300,5.0,6.0,X,0.02,0.15,0.17,0.009,0.02,6.0,15.0,21.0,1507.0,1552.0,1663.01904296875,1668.0,1285.0,1555.0
129250,CA2FD,300,4.0,6.0,X,0.02,0.15,0.17,0.009,0.02,6.0,8.0,26.0,1507.0,1552.0,1665.2288818359375,1667.0,1392.0,1564.0
129249,CA2FD,300,3.0,6.0,X,0.02,0.15,0.17,0.009,0.02,6.0,6.0,43.0,1507.0,1552.0,1667.874755859375,1661.0,1264.0,1566.0
129248,CA2FD,300,2.0,6.0,X,0.02,0.15,0.17,0.009,0.02,2.0,1.0,13.0,1507.0,1552.0,1668.3240966796875,1661.0,295.0,1556.0
129247,AB910,300,1.0,6.0,X,0.02,0.4,0.45,0.0,0.02,5.0,16.0,9.0,1483.0,1528.0,1662.1815185546875,1664.0,984.0,1535.0
129246,0BFF6,300,4.0,4.0,X,0.0,0.93,1.0,0.006,0.0,5.0,15.0,20.0,1462.0,1488.0,1602.5621337890625,1603.0,987.0,1493.0
129245,0BFF6,300,3.0,4.0,X,0.0,0.93,1.0,0.006,0.0,5.0,8.0,25.0,1462.0,1488.0,1601.73046875,1605.0,1089.0,1498.0
129244,0BFF6,300,2.0,4.0,X,0.0,0.93,1.0,0.006,0.0,5.0,6.0,42.0,1462.0,1488.0,1601.3121337890625,1605.0,961.0,1492.0
129243,C75D6,300,1.0,4.0,X,0.0,0.95,0.99,0.0,0.0,1.0,1.0,12.0,1463.0,1489.0,1642.89306640625,1645.0,0.0,1493.0
129242,A7B3C,300,6.0,6.0,X,0.025,0.2,0.23,0.01,0.01,4.0,16.0,8.0,1504.0,1549.0,1660.690673828125,1663.0,695.0,1559.0
129241,9C4F0,300,5.0,6.0,X,0.015,0.18,0.23,0.01,0.0,4.0,15.0,19.0,1504.0,1544.0,1653.2164306640625,1656.0,697.0,1553.0
129240,15493,300,4.0,6.0,X,0.01,0.38,0.43,0.0,0.0,4.0,8.0,24.0,1485.0,1525.0,1632.558837890625,1634.0,805.0,1530.0
129239,15493,300,3.0,6.0,X,0.01,0.38,0.43,0.0,0.0,4.0,6.0,41.0,1485.0,1525.0,1631.9404296875,1635.0,680.0,1534.0
129238,15493,300,2.0,6.0,X,0.01,0.38,0.43,0.0,0.0,3.0,16.0,7.0,1485.0,1525.0,1633.367919921875,1634.0,470.0,1530.0
129237,15493,300,1.0,6.0,X,0.01,0.38,0.43,0.0,0.0,3.0,15.0,18.0,1485.0,1525.0,1660.7255859375,1664.0,479.0,1533.0
129236,FE39B,300,5.0,5.0,X,0.02,0.21,0.23,0.0,0.02,3.0,8.0,23.0,1503.0,1548.0,1661.9925537109375,1661.0,587.0,1557.0
129235,FE39B,300,4.0,5.0,X,0.02,0.21,0.23,0.0,0.02,3.0,6.0,40.0,1503.0,1548.0,1665.20947265625,1673.0,459.0,1559.0
129234,FE39B,300,3.0,5.0,X,0.02,0.21,0.23,0.0,0.02,2.0,16.0,6.0,1503.0,1548.0,1663.1536865234375,1670.0,252.0,1538.0
129233,FE39B,300,2.0,5.0,X,0.02,0.21,0.23,0.0,0.02,2.0,15.0,17.0,1503.0,1548.0,1659.6693115234375,1668.0,259.0,1541.0
129232,FE39B,300,1.0,5.0,X,0.02,0.21,0.23,0.0,0.02,2.0,8.0,22.0,1503.0,1548.0,1690.2198486328125,1688.0,368.0,1534.0
129231,9E44C,300,5.0,5.0,X,0.02,0.18,0.2,0.01,0.02,2.0,6.0,39.0,1500.0,1540.0,1656.496826171875,1670.0,242.0,1554.0
129230,9E44C,300,4.0,5.0,X,0.02,0.18,0.2,0.01,0.02,1.0,16.0,5.0,1500.0,1540.0,1665.5174560546875,1684.0,0.0,1543.0
129229,9E44C,300,3.0,5.0,X,0.02,0.18,0.2,0.01,0.02,1.0,15.0,16.0,1500.0,1540.0,1663.5751953125,1686.0,0.0,1539.0
129228,4F121,300,2.0,5.0,X,0.01,0.38,0.43,0.0,0.0,1.0,6.0,38.0,1480.0,1520.0,1648.76416015625,1684.0,0.0,1532.0
129227,4F121,300,1.0,5.0,X,0.01,0.38,0.43,0.0,0.0,1.0,8.0,21.0,1480.0,1520.0,1674.1939697265625,1664.0,0.0,1532.0
129226,48809,300,2.0,2.0,X,0.02,0.16,0.18,0.01,0.01,9.0,15.0,15.0,1503.0,1543.0,1651.5670166015625,1672.0,2557.0,1555.0
129225,48809,300,1.0,2.0,X,0.02,0.16,0.18,0.01,0.01,4.0,16.0,4.0,1503.0,1543.0,1671.6334228515625,1678.0,959.0,1547.0
129224,9E44C,150,3.0,3.0,X,0.02,0.18,0.2,0.01,0.02,7.0,6.0,37.0,1500.0,1540.0,1651.287353515625,1672.0,1800.0,1556.0
129223,9E44C,150,2.0,3.0,X,0.02,0.18,0.2,0.01,0.02,8.0,15.0,14.0,1500.0,1540.0,1650.12451171875,1674.0,2191.0,1540.0
129222,9E44C,150,1.0,3.0,X,0.02,0.18,0.2,0.01,0.02,1.0,1.0,11.0,1500.0,1540.0,1684.6424560546875,1662.0,0.0,1550.0
129221,FB6D2,150,10.0,10.0,X,0.01,0.46,0.5,0.0,0.02,3.0,16.0,3.0,1480.0,1525.0,1613.7611083984375,1635.0,530.0,1546.0
129220,FC47C,150,9.0,10.0,X,0.015,0.45,0.48,0.0,0.01,9.0,8.0,20.0,1482.0,1537.0,1640.740478515625,1639.0,2636.0,1543.0
129219,FC47C,150,8.0,10.0,X,0.015,0.45,0.48,0.0,0.01,6.0,6.0,36.0,1482.0,1537.0,1641.4744873046875,1645.0,1498.0,1539.0
129218,FC47C,150,7.0,10.0,X,0.015,0.45,0.48,0.0,0.01,7.0,15.0,13.0,1482.0,1537.0,1640.656005859375,1644.0,1888.0,1538.0
129217,FC47C,150,6.0,10.0,X,0.015,0.45,0.48,0.0,0.01,2.0,16.0,2.0,1482.0,1537.0,1652.23388671875,1658.0,296.0,1538.0
129216,FC47C,150,5.0,10.0,X,0.015,0.45,0.48,0.0,0.01,8.0,8.0,19.0,1482.0,1537.0,1638.8255615234375,1643.0,2410.0,1538.0
129215,FC47C,150,4.0,10.0,X,0.015,0.45,0.48,0.0,0.01,8.0,17.0,55.0,1482.0,1537.0,1641.438720703125,1645.0,2461.0,1541.0
129214,FC47C,150,3.0,10.0,X,0.015,0.45,0.48,0.0,0.01,5.0,6.0,35.0,1482.0,1537.0,1640.78955078125,1644.0,1208.0,1545.0
129213,FC47C,150,2.0,10.0,X,0.015,0.45,0.48,0.0,0.01,6.0,15.0,12.0,1482.0,1537.0,1641.71875,1642.0,1592.0,1534.0
129212,FC47C,150,1.0,10.0,X,0.015,0.45,0.48,0.0,0.01,1.0,16.0,1.0,1482.0,1537.0,1680.52099609375,1690.0,0.0,1540.0
129211,FC47C,150,10.0,10.0,X,0.015,0.45,0.48,0.0,0.01,7.0,8.0,18.0,1482.0,1537.0,1642.6146240234375,1653.0,2106.0,1540.0
129210,FC47C,150,9.0,10.0,X,0.015,0.45,0.48,0.0,0.01,7.0,17.0,54.0,1482.0,1537.0,1639.8907470703125,1643.0,2155.0,1540.0
